Company Name,Address,City,State,ZIP Code,County,Neighborhood,Phone Number Combined,Website,Primary SIC Description,SIC Code 1,Cuisine Code Description,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Twitter,Facebook,Record Type,WhatTypes,Rating
Foxy's Landing & Rstrnt Inc,4555 W Avenue G,Lancaster,CA,93536,Los Angeles,,(661) 949-2284,,,581208,,,,,,,,,,,,,,,http://www.facebook.com/lacountyairshow,Verified,Restaurants,1.01
Little Mexico Restaurant,1923 W Whittier Blvd,Montebello,CA,90640,Los Angeles,Montebello,(323) 721-7310,Anrsolutions.Com,,581208,MEXICAN,900,2200,900,2200,900,2200,900,2300,900,2300,900,2200,,http://www.facebook.com/thelittlemexico,Verified,Restaurants,4.02
Maggie's Coffee Shop,414 E 12th St,Los Angeles,CA,90015,Los Angeles,Downtown Los Angeles,(213) 748-1773,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.51
LA Dalia Coffee LLC,9459 Linden St,Bellflower,CA,90706,Los Angeles,Bellflower,Not Available,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,3.14
Cajun Chicken & Wings,31743 Castaic Rd,Castaic,CA,91384,Los Angeles,,(661) 702-9955,Cajunchickenwings.Com,,581208,CHICKEN,,,,,,,,,,,,,,,Verified,Restaurants,5.31
Fusefx Inc,14823 Califa St,Van Nuys,CA,91411,Los Angeles,Van Nuys,(818) 933-9700,,,581208,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/fusefx,https://www.facebook.com/fusefx,Verified,,5.62
Sumi Sushi,13321 Burbank Blvd,Van Nuys,CA,91401,Los Angeles,Greater Valley Glen,Not Available,,,581208,SUSHI,,,,,,,,,,,,,,,Verified,Restaurants,3.34
L A Food Courts LLC,13321 Burbank Blvd,Van Nuys,CA,91401,Los Angeles,Greater Valley Glen,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,3.55
Max'Es Cuisine Mexican Rstrnt,635 N Azusa Ave # 4,Azusa,CA,91702,Los Angeles,Azusa,(626) 334-9695,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,4.36
Bonnies Guest House Svc Inc,135 N Bonnie Ave,Pasadena,CA,91106,Los Angeles,Marceline,(626) 314-2590,,,701105,,,,,,,,,,,,,,,,Verified,,4.55
Taco Bell,14115 Ventura Blvd,Sherman Oaks,CA,91423,Los Angeles,Sherman Oaks,(818) 907-7737,Tacobell.Com,,581208,MEXICAN,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,http://twitter.com/tacobell,http://www.facebook.com/tacobell,Verified,Restaurants,2.73
Holiday Inn Exp West Los,11250 Santa Monica Blvd,Los Angeles,CA,90025,Los Angeles,Sawtelle,(310) 478-1400,Hiewestla.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/holidayinn,http://www.facebook.com/hiewestlosangeles,Verified,Hotels,2.37
El Burrito Junior,21141 Hawthorne Blvd,Torrance,CA,90503,Los Angeles,,(310) 944-9200,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,1.30
Latino Legislative Round Table,6713 Bright Ave,Whittier,CA,90601,Los Angeles,Uptown Whittier,Not Available,,,581208,SOUTH AMERICAN,,,,,,,,,,,,,,,Verified,Restaurants,2.49
Holiday Inn Los Angeles-Lax,9901 S LA Cienega Blvd,Los Angeles,CA,90045,Los Angeles,,(310) 649-5151,Hilaxhotel.Com,,701101,,,,,,,,,,,,,,http://twitter.com/holidayinn,http://facebook.com/holidayinn,Verified,,2.28
El Pollo Loco,631 Long Beach Blvd,Long Beach,CA,90802,Los Angeles,Downtown Long Beach,(562) 437-5689,Elpolloloco.Com,,581208,MEXICAN,930,2300,930,2300,930,2300,930,2300,930,2300,930,2300,http://twitter.com/elpolloloco,http://www.facebook.com/pages/places/109581152413005,Verified,Restaurants,2.81
Tommy's Burgers,7937 Eastern Ave,Bell Gardens,CA,90201,Los Angeles,Bell Gardens,(562) 928-7616,Events.Whittierdailynews.Com,,581208,BURGERS,,,,,,,,,,,,,http://twitter.com/originaltommys,http://www.facebook.com/originaltommys,Verified,Restaurants,2.44
Cedars Coffee,8631 W 3rd St # 311e,Los Angeles,CA,90048,Los Angeles,,(310) 657-6466,,,581228,,,,,,,,,,,,,,http://twitter.com/tullys_shops,,Verified,Restaurants,1.30
Catering Hernandez,13332 Sayre St,Sylmar,CA,91342,Los Angeles,Sylmar,(818) 287-4640,Cateringservicehernandez.Com,,581212,,,,,,,,,,,,,,,,Verified,,1.22
Rancho Grande,10935 Rosecrans Ave,Norwalk,CA,90650,Los Angeles,Norwalk,(562) 863-9760,Ranchograndegrill.Net,,581208,MEXICAN,1100,2000,Closed,,1100,2000,1100,2100,1000,2100,1000,2000,http://twitter.com/rgs1974,http://www.facebook.com/rgranch1974,Verified,,3.31
Venice Beach Wines,529 Rose Ave,Venice,CA,90291,Los Angeles,Venice,(310) 606-2529,Venicebeachwines.Com,,208401,,1200,2300,1200,2300,1200,2300,1200,Open 24 Hours,1200,Open 24 Hours,1200,2300,http://twitter.com/vbwines,https://www.facebook.com/vbwines,Verified,Restaurants,2.36
LA Brea Dining Office,3334 Burton Ave,Burbank,CA,91504,Los Angeles,,(818) 565-5528,Ginia-Ramen.Com,,581208,,,,,,,,,,,,,,,,Verified,,0.91
El Pollo Loco,11601 Carson St,Lakewood,CA,90715,Los Angeles,Imperial Estates West,(562) 924-2250,Elpolloloco.Com,,581208,MEXICAN,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,http://twitter.com/elpolloloco,http://www.facebook.com/pages/el-pollo-loco/836021536512188,Verified,Restaurants,1.87
Mc Donald's,5019 Torrance Blvd,Torrance,CA,90503,Los Angeles,,(310) 542-3167,Mcdonalds.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/mcdonalds,http://www.facebook.com/mcdonaldsus,Verified,Restaurants,2.23
Del Taco,8651 LA Tijera Blvd,Los Angeles,CA,90045,Los Angeles,,(310) 645-5667,Deltaco.Com,,581208,MEXICAN,700,2300,700,2300,700,2300,700,100,700,100,700,2300,http://twitter.com/deltaco,http://www.facebook.com/deltaco,Verified,Restaurants,2.93
El Salsabor Restaurant,522 S Lorena St,Los Angeles,CA,90063,Los Angeles,Boyle Heights,(323) 266-1400,Elsalsabor.Net,,581208,MEXICAN,730,2300,730,2300,730,2300,730,Open 24 Hours,730,Open 24 Hours,730,Open 24 Hours,,http://www.facebook.com/elsalsaborrestaurante,Verified,Restaurants,4.68
Arby's,347 E Main St,Alhambra,CA,91801,Los Angeles,Alhambra,(626) 576-8286,Arbys.Com,,581208,AMERICAN,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,http://twitter.com/arbys,http://www.facebook.com/arbys,Verified,Restaurants,5.87
Fleming's Prime Steakhouse,179 E Colorado Blvd,Pasadena,CA,91105,Los Angeles,Pasadena Civic Center District,(626) 639-0490,Flemingssteakhouse.Com,,581208,STEAK HOUSES,1130,2200,1130,2200,1130,2200,1130,2300,1700,2300,1100,2100,,http://www.facebook.com/flemings,Verified,Restaurants,3.04
George's 50's Diner,4390 Atlantic Ave,Long Beach,CA,90807,Los Angeles,Bixby Knolls,(562) 427-5979,Thaichiliavonlake.Com,,581208,DINER,,,,,,,,,,,,,,,Verified,Restaurants,5.41
1320 Echo Park Restaurant LLC,1320 Echo Park Ave,Los Angeles,CA,90026,Los Angeles,Echo Park,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,3.89
1 Gun Ranch LP,22634 Mansie Rd,Malibu,CA,90265,Los Angeles,,(310) 456-3810,1gunranch.Com,,701109,,,,,,,,,,,,,,http://twitter.com/onegunranch,https://www.facebook.com/1gunranch,Verified,,3.16
18th Street Arts Ctr,1639 18th St,Santa Monica,CA,90404,Los Angeles,Pico,(310) 453-3711,,,839998,,1100,1700,1100,1700,1100,1700,1100,1700,Closed,,Closed,,http://twitter.com/18thstreetarts,http://www.facebook.com/18thstreetarts,Verified,,5.47
101 Coffee Shop,6145 Franklin Ave,Los Angeles,CA,90028,Los Angeles,Hollywood Hills,(323) 467-1175,101coffeeshop.Com,,581208,AMERICAN,700,300,700,300,700,300,700,300,700,300,700,300,http://twitter.com/101coffeeshop,https://www.facebook.com/101coffeeshop,Verified,Restaurants,4.15
1642 Bar,1642 W Temple St,Los Angeles,CA,90026,Los Angeles,Echo Park,(213) 989-6836,,,581301,,1800,200,1800,200,1800,200,1800,200,1800,200,1800,Open 24 Hours,,http://www.facebook.com/pages/1642/167609646584587,Verified,,1.21
10th Tee Bistro,16449 Piuma Ave,Cerritos,CA,90703,Los Angeles,Cerritos,(562) 916-8400,,,581208,BISTRO,,,,,,,,,,,,,,,Verified,Restaurants,2.30
1200 Riverside,1200 W Riverside Dr,Burbank,CA,91506,Los Angeles,Rancho Adjacent,(818) 843-2441,Liveat1200riverside.Com,,651303,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1700,,https://facebook.com/1200riverside,Verified,,3.65
161st Street Pizzeria,3252 Cahuenga Blvd W,Los Angeles,CA,90068,Los Angeles,Hollywood Hills West,(323) 851-6161,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,4.98
2 For 1 Pizza Co,3480 E Cesar E Chavez Ave,Los Angeles,CA,90063,Los Angeles,East Los Angeles,(323) 269-9421,2for1pizzamiami.Com,,581222,,1130,2300,1130,2300,1130,2300,1130,1500,2100,100,1130,2300,,http://www.facebook.com/pages/2-for-1-pizza/34092214970,Verified,Restaurants,5.28
02 Sushi Restaurant,245 E Colorado Blvd,Pasadena,CA,91101,Los Angeles,Downtown Pasadena,(626) 844-0239,O2sushirestaurant.Com,,581208,SUSHI,1130,2200,1130,2200,1130,2200,1130,2230,1200,2230,1630,2130,,http://www.facebook.com/o2sushipasadena,Verified,Restaurants,4.07
0 Degrees,12209 Norwalk Blvd,Norwalk,CA,90650,Los Angeles,Norwalk,(562) 465-0065,Zerodegreesco.Com,,581248,,,,,,,,,,,,,,,,Verified,Restaurants,1.88
10 Speed Coffee,23504 Calabasas Rd,Calabasas,CA,91302,Los Angeles,,(818) 225-8231,10speedcoffee.Com,,549938,,600,1800,600,1800,600,1800,600,1800,600,1800,600,1800,http://twitter.com/10speedcoffee,https://www.facebook.com/10speedcoffee,Verified,Restaurants,3.15
1810 Argentinian Restaurant,121 W Colorado Blvd,Pasadena,CA,91105,Los Angeles,Old Pasadena,(626) 795-5658,1810restaurant.Com,,581208,SOUTH AMERICAN,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1200,2200,,https://www.facebook.com/1810argentinianrestaurant,Verified,Restaurants,3.37
101 Noodle Express,750 E Green St,Pasadena,CA,91101,Los Angeles,Playhouse District,(626) 327-5888,Ww1.101noodleexpress.Net,,581208,ASIAN,,,,,,,,,,,,,,,Verified,Restaurants,2.51
101 Asian Kitchen Inc,7170 Beverly Blvd,Los Angeles,CA,90036,Los Angeles,,(323) 934-2999,101asiankitchen.Com,,581208,ASIAN,1100,245,1100,245,1100,245,1100,245,1100,245,1500,2300,http://twitter.com/101asiankitchen,https://www.facebook.com/101-asian-kitchen-1735500476696210,Verified,Restaurants,4.54
1 Bite Sushi,231 N LA Peer Dr,Beverly Hills,CA,90211,Los Angeles,Beverly Hills,Not Available,,,581208,SUSHI,,,,,,,,,,,,,,,Verified,Restaurants,5.17
2 Moon Bbq,480 N Western Ave,Los Angeles,CA,90004,Los Angeles,Greater Wilshire,(323) 465-6707,,,581208,BARBECUE,,,,,,,,,,,,,,,Verified,Restaurants,2.96
150 E 94th Street LLC,16217 Kittridge St,Van Nuys,CA,91406,Los Angeles,Lake Balboa,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.66
1739 Public House Hollywood,1739 N Vermont Ave,Los Angeles,CA,90027,Los Angeles,Greater Griffith Park,(323) 663-1739,1739publichouse.Com,,581208,AMERICAN,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,,,Verified,,1.76
2 For 1 Pizza,2528 S Figueroa St,Los Angeles,CA,90007,Los Angeles,,(213) 749-4515,,,581222,,1000,2230,1000,2230,1000,2230,1000,2330,1000,2330,1000,2230,,,Verified,Restaurants,4.85
2 For 1 Pizza,1905 S Western Ave # 3,Los Angeles,CA,90018,Los Angeles,,(323) 737-2911,2for1pizzala.Com,,581208,PIZZA,1000,2230,1000,2230,1000,2230,1000,2330,1000,2330,1000,2230,,,Verified,Restaurants,5.03
1177 Creative Studio,1100 Wilshire Blvd # 2410,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 403-1711,,,841202,,,,,,,,,,,,,,,,Verified,,5.33
1 Family 1 Restaurant,40320 Nido Ct # 2b,Palmdale,CA,93551,Los Angeles,,(805) 603-1317,1f1r.Com,,581208,,,,,,,,,,,,,,http://twitter.com/1f1rfoundation,http://www.facebook.com/1f1rfoundation/?ref=hl,Verified,,4.57
1 Love Bakery,17928 Ventura Blvd,Encino,CA,91316,Los Angeles,Encino,(818) 881-1100,,,581208,BAKERY,,,,,,,,,,,,,,,Verified,,3.54
1 Oak L A,9039 W Sunset Blvd,West Hollywood,CA,90069,Los Angeles,West Hollywood,(310) 274-2326,1oakla.Com,,581304,,,,,,,,,,,,,,,http://www.facebook.com/1oakla,Verified,Restaurants,5.40
1000 Degrees Pizzeria LLC,9420 Reseda Blvd # 3,Northridge,CA,91324,Los Angeles,Northridge East,Not Available,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,5.57
101 Bar & Bbq,10631 Valley Mall,El Monte,CA,91731,Los Angeles,Downtown El Monte,(626) 579-6888,101bbq.Com,,581208,BARBECUE,,,,,,,,,,,,,,,Verified,Restaurants,1.60
101 Hot Pot Cafe,140 W Valley Blvd # 108,San Gabriel,CA,91776,Los Angeles,,(626) 288-7088,,,581208,ASIAN,,,,,,,,,,,,,,http://www.facebook.com/pages/101hotpot/169773973078725,Verified,Restaurants,3.30
101 Noodle Express,1408 E Valley Blvd,Alhambra,CA,91801,Los Angeles,Alhambra,(626) 300-8654,101noodleexpress.Com,,581208,ASIAN,1100,100,1100,100,1100,100,1100,100,1100,100,1100,100,,,Verified,Restaurants,3.90
101 Noodle Express,1025 S Baldwin Ave,Arcadia,CA,91007,Los Angeles,Arcadia,(626) 446-8855,101noodleexpress.Com,,581208,ASIAN,1100,100,1100,100,1100,100,1100,100,1100,100,1100,100,,,Verified,Restaurants,1.15
101 Noodle Express & Grill,500 N Atlantic Blvd # 109,Monterey Park,CA,91754,Los Angeles,Monterey Park,(626) 281-6888,101noodleexpresstogo.Com,,581208,ASIAN,1100,2300,1100,2300,1100,2300,1100,Open 24 Hours,1100,Open 24 Hours,1100,2300,,,Verified,Restaurants,2.95
101 North Eatery & Bar,30760 Russell Ranch Rd # D,Westlake Village,CA,91362,Los Angeles,,(805) 852-1588,101northeateryandbar.Com,,581208,,1600,2300,1600,2300,1600,2300,Open 24 Hours,Open 24 Hours,Closed,,Closed,,,https://www.facebook.com/101northeateryandbar,Verified,Restaurants,2.75
101 Restaurant Group,101 S Main St,Pomona,CA,91766,Los Angeles,Downtown Pomona,Not Available,,,581220,,,,,,,,,,,,,,,,Verified,,4.06
10e,811 W 7th St,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 488-1096,10erestaurant.Com,,581208,MIDDLE EASTERN,1100,2230,1100,2230,1100,2330,1100,2330,1100,2330,1100,2230,http://twitter.com/10e_dtla,https://www.facebook.com/10erestaurant,Verified,,2.60
10th Hole Bar & Grill,1456 E Mendocino St,Altadena,CA,91001,Los Angeles,,(626) 797-3821,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.39
110 & Bellevue,465 S Arroyo Pkwy,Pasadena,CA,91105,Los Angeles,Raymond Hill,(626) 204-2266,Wholefoodsmarket.Com,,581208,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://www.twitter.com/wholefoods,http://www.facebook.com/wholefoods,Verified,,4.33
11123 Long Beach LTD,11123 Long Beach Blvd,Lynwood,CA,90262,Los Angeles,Lynwood,(310) 637-9222,,,581230,,,,,,,,,,,,,,,,Verified,,3.78
1160 Lounge,1160 N Vermont Ave,Los Angeles,CA,90029,Los Angeles,East Hollywood,(323) 315-1845,Thehollywoodhotel.Com,,581303,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/hollywoodhotel1,http://www.facebook.com/thehollywoodhotel,Verified,Restaurants,2.00
12 Tamales,1243 N Virgil Ave # 2,Los Angeles,CA,90029,Los Angeles,East Hollywood,Not Available,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,2.89
120 South Los Angeles Street,120 S Los Angeles St,Los Angeles,CA,90012,Los Angeles,Historic Cultural,Not Available,,,701101,,,,,,,,,,,,,,,,Verified,,2.14
12131 Saticoy Villas,16114 Hart St,Van Nuys,CA,91406,Los Angeles,Lake Balboa,Not Available,,,701116,,,,,,,,,,,,,,,,Verified,,5.77
123 Pho,210 E 3rd St # E,Long Beach,CA,90802,Los Angeles,Downtown Long Beach,Not Available,,,581208,VIETNAMESE,,,,,,,,,,,,,,,Verified,,1.63
12sixty Modern Pub & Kitchen,14299 Firestone Blvd,La Mirada,CA,90638,Los Angeles,La Mirada,(714) 690-2154,12sixty.Com,,581208,AMERICAN,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,,http://www.facebook.com/12sixtympk,Verified,Restaurants,1.25
14th Street Grille LLC,1547 14th St,Santa Monica,CA,90404,Los Angeles,Pico,(310) 260-3171,,,581208,,,,,,,,,,,,,,,,Verified,,2.33
1727 Hudson Hospitality LLC,6541 Hollywood Blvd,Los Angeles,CA,90028,Los Angeles,Hollywood Hills West,(323) 465-1902,Novacancyla.Com,,701101,,,,,,,,,,,,,,,,Verified,Hotels,1.26
1730 Western Inc,1730 S Western Ave,Los Angeles,CA,90006,Los Angeles,,(323) 732-9222,,,581208,,,,,,,,,,,,,,,,Verified,Hotels,2.02
18th Street Coffee House,1725 Broadway,Santa Monica,CA,90404,Los Angeles,Pico,(310) 264-0662,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,1.78
2 For 1 Pizza Co,10678 Balboa Blvd,Granada Hills,CA,91344,Los Angeles,,(818) 366-0255,241pizza.Com,,581208,PIZZA,,,,,,,,,,,,,http://twitter.com/241_pizza,http://www.facebook.com/pages/241-pizza/210651442359909,Verified,Restaurants,2.32
2 John's Ice Cream Inc,24305 Town Center Dr # 100,Valencia,CA,91355,Los Angeles,,Not Available,,,581203,,,,,,,,,,,,,,,,Verified,Restaurants,1.38
2 Musketeers Pizza Inc,10652 Riverside Dr,North Hollywood,CA,91602,Los Angeles,Greater Toluca Lake,Not Available,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,4.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
El Pollo Loco,11870 Santa Monica Blvd # 112,Los Angeles,CA,90025,Los Angeles,Sawtelle,(310) 820-7924,Elpolloloco.Com,,581208,MEXICAN,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200,http://twitter.com/elpolloloco,http://www.facebook.com/pages/places/113512572015309,Verified,Restaurants,2.33
Casa Alvarez,19744 Colima Rd,Rowland Heights,CA,91748,Los Angeles,Rowland Heights,(909) 594-6463,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,,5.57
Citrico Ceviche,1236 Mott St,San Fernando,CA,91340,Los Angeles,San Fernando,(818) 458-3408,Citricoceviche.Weebly.Com,,581242,,,,,,,,,,,,,,,,Verified,,5.15
El Salsabor Restaurant,2262 Venice Blvd,Los Angeles,CA,90006,Los Angeles,Harvard Heights,(323) 732-7742,Elsalsabor.Com,,581208,SEAFOOD,730,2300,730,2300,730,2300,730,2300,730,2300,730,2300,https://twitter.com/elsalsabor,https://www.facebook.com/elsalsaborestaurant,Verified,Restaurants,1.64
Line Hotel,3515 Wilshire Blvd,Los Angeles,CA,90010,Los Angeles,Wilshire Center-Koreatown,(213) 381-7411,Thelinehotel.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://twitter.com/thelinehotel,https://www.facebook.com/thelinehotel,Verified,Hotels,5.75
Alvarez International Inc/101,101 W Main St # B,Alhambra,CA,91801,Los Angeles,Alhambra,(626) 282-8886,,,581203,,,,,,,,,,,,,,,,Verified,,1.78
Cali Viejo Restaurant,7363 Van Nuys Blvd,Van Nuys,CA,91405,Los Angeles,Van Nuys,(818) 994-2930,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,5.68
Domino's,1740 S Hoover St,Los Angeles,CA,90006,Los Angeles,Pico Union,(213) 748-7774,Dominos.Com,,581222,,1000,100,1000,100,1000,100,1000,1500,1000,1500,1000,100,http://twitter.com/dominos,http://www.facebook.com/dominos,Verified,Restaurants,0.97
Womens Club Of Claremont,343 W 12th St,Claremont,CA,91711,Los Angeles,The Claremont Colleges,(909) 621-7064,Womensclubofclaremont.Com,,864108,,,,,,,,,,,,,,,,Verified,,4.28
Mike's Pizza,1441 W Arrow Hwy,San Dimas,CA,91773,Los Angeles,San Dimas,(909) 394-3409,,,581222,,,,,,,,,,,,,,,,Verified,Restaurants,5.21
KFC,3530 W Victory Blvd,Burbank,CA,91505,Los Angeles,Northwest District,(818) 845-3650,Kfc.Com,,581208,CHICKEN,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,http://twitter.com/kfc,http://www.facebook.com/kfc,Verified,Restaurants,2.80
Chorizo Tipico,PO Box 41235,Los Angeles,CA,90041,Los Angeles,,(323) 252-5302,Chorizotipico.Com,,581208,,,,,,,,,,,,,,,,Verified,,4.37
Paraiso Kabab,7130 Van Nuys Blvd,Van Nuys,CA,91405,Los Angeles,Van Nuys,(818) 908-3084,Paraisokebabla.Com,,581208,MEDITERRANEAN,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://twitter.com/paraisokabab,http://www.facebook.com/pages/paraiso-kabab/116190945071364,Verified,Restaurants,2.77
Brio Coastal Bar & Kitchen,21532 Hawthorne Blvd,Torrance,CA,90503,Los Angeles,Del Amo Fashion Center,(310) 214-1628,Brioitalian.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.55
Pizza Hut,3255 Tweedy Blvd,South Gate,CA,90280,Los Angeles,South Gate,(323) 566-6600,Pizzahut.Com,,581222,,1000,2300,1000,2300,1000,2300,1000,100,1000,100,1000,2300,http://twitter.com/pizzahut,http://www.facebook.com/pizzahut,Verified,Restaurants,2.60
Hook,3453 E Foothill Blvd,Pasadena,CA,91107,Los Angeles,,(626) 351-0011,Hookburger.Com,,581208,BISTRO,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,http://twitter.com/hookburgers,http://www.facebook.com/hookburger,Verified,Restaurants,1.45
Hook Burger,3453 E Foothill Blvd,Pasadena,CA,91107,Los Angeles,,(626) 351-0011,Hookburger.Com,,581208,BURGERS,,,,,,,,,,,,,,,Verified,Restaurants,5.60
El Potrero Restaurant,810 W Rosecrans Ave,Compton,CA,90222,Los Angeles,,(310) 669-3032,Elpotrero.Net,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.39
Mi California,14047 Hawthorne Blvd,Hawthorne,CA,90250,Los Angeles,Ramona,(310) 679-0202,Makingitincalifornia.Com,,581208,FUSION,,,,,,,,,,,,,,,Verified,Restaurants,5.32
Yoshinoya Beef Bowl Restaurant,7910 Florence Ave,Downey,CA,90240,Los Angeles,Downey,(562) 928-1603,Yoshinoyaamerica.Com,,581208,JAPANESE,,,,,,,,,,,,,,,Verified,Restaurants,1.90
Jack In The Box,12603 Norwalk Blvd,Norwalk,CA,90650,Los Angeles,Norwalk,(562) 868-5677,Jackinthebox.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/jackbox,http://www.facebook.com/jackinthebox,Verified,Restaurants,1.03
Misto Caffe & Bakery,24558 Hawthorne Blvd,Torrance,CA,90505,Los Angeles,Walteria,(310) 375-3608,Mistocaffe.Com,,581208,BAKERY,1130,2100,1130,2100,1130,2100,1130,2200,1000,2200,1000,2100,https://twitter.com/mistocaffe,https://www.facebook.com/pages/misto-caffe-bakery/113807698648136,Verified,Restaurants,4.79
Original Tommy's,14601 Victory Blvd,Van Nuys,CA,91411,Los Angeles,Van Nuys,(818) 901-8260,Originaltommys.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/originaltommys,http://www.facebook.com/originaltommys,Verified,Restaurants,1.49
